NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Last_Updated
SD0177,Epilepsy - Vali Noi Vatham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0178,Diarrhea - Kallichal Pitham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0179,Cough - Irumal Kanam Kabam,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0180,Cold - Sanni Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0181,Fever - Suram Acute,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
SD0182,Diabetes - Neerizhevu Primary,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
SD0183,Hypertension - Ratha Azhutham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0184,Arthritis - Keel Vayu Vatham,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
SD0185,Asthma - Irumal Pitham,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
SD0186,Headache - Thalai Noi Kabam,,Unknown,JB0C.5,Spinal or epidural Anaesthesiainduced headache during labour or delivery,0.700,High,Optimized Semantic Matching,2025-09-04
SD0187,Gastritis - Gunmam Chronic,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
SD0188,Skin Disease - Thole Noi Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0189,Liver Disease - Kal Noi Primary,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
SD0190,Kidney Disease - Siruneer Noi,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0191,Eye Disease - Kan Noi Vatham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0192,Ear Disease - Kadhu Noi Pitham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0193,Mental Disorder - Mana Noi Kabam,,Unknown,QA02.3,"observation for Suspected mental or behavioural disorders, ruled out",0.700,High,Optimized Semantic Matching,2025-09-04
SD0194,Blood Disease - Ratha Noi Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0195,Bone Disease - Elumbu Noi Acute,,Unknown,2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,0.700,High,Optimized Semantic Matching,2025-09-04
SD0196,Paralysis - Pakka Vatham Primary,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0197,Epilepsy - Vali Noi,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0198,Diarrhea - Kallichal Vatham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0199,Cough - Irumal Kanam Pitham,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0200,Cold - Sanni Kabam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0201,Fever - Suram Chronic,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
SD0202,Diabetes - Neerizhevu Acute,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
SD0203,Hypertension - Ratha Azhutham Primary,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0204,Arthritis - Keel Vayu,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
SD0205,Asthma - Irumal Vatham,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
SD0206,Headache - Thalai Noi Pitham,,Unknown,JB0C.5,Spinal or epidural Anaesthesiainduced headache during labour or delivery,0.700,High,Optimized Semantic Matching,2025-09-04
SD0207,Gastritis - Gunmam Kabam,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
SD0208,Skin Disease - Thole Noi Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0209,Liver Disease - Kal Noi Acute,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
SD0210,Kidney Disease - Siruneer Noi Primary,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0211,Eye Disease - Kan Noi,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0212,Ear Disease - Kadhu Noi Vatham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0213,Mental Disorder - Mana Noi Pitham,,Unknown,QA02.3,"observation for Suspected mental or behavioural disorders, ruled out",0.700,High,Optimized Semantic Matching,2025-09-04
SD0214,Blood Disease - Ratha Noi Kabam,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0215,Bone Disease - Elumbu Noi Chronic,,Unknown,2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,0.700,High,Optimized Semantic Matching,2025-09-04
SD0216,Paralysis - Pakka Vatham Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0217,Epilepsy - Vali Noi Primary,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0218,Diarrhea - Kallichal,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0219,Cough - Irumal Kanam Vatham,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0220,Cold - Sanni Pitham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0221,Fever - Suram Kabam,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
SD0222,Diabetes - Neerizhevu Chronic,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
SD0223,Hypertension - Ratha Azhutham Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0224,Arthritis - Keel Vayu Primary,,Unknown,1F02.1,Rubella arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
SD0225,Asthma - Irumal,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
SD0226,Headache - Thalai Noi Vatham,,Unknown,JB0C.5,Spinal or epidural Anaesthesiainduced headache during labour or delivery,0.700,High,Optimized Semantic Matching,2025-09-04
SD0227,Gastritis - Gunmam Pitham,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
SD0228,Skin Disease - Thole Noi Kabam,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0229,Liver Disease - Kal Noi Chronic,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
SD0230,Kidney Disease - Siruneer Noi Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0231,Eye Disease - Kan Noi Primary,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0232,Ear Disease - Kadhu Noi,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0233,Mental Disorder - Mana Noi Vatham,,Unknown,QA02.3,"observation for Suspected mental or behavioural disorders, ruled out",0.700,High,Optimized Semantic Matching,2025-09-04
SD0234,Blood Disease - Ratha Noi Pitham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0235,Bone Disease - Elumbu Noi Kabam,,Unknown,2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,0.700,High,Optimized Semantic Matching,2025-09-04
SD0236,Paralysis - Pakka Vatham Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0237,Epilepsy - Vali Noi Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0238,Diarrhea - Kallichal Primary,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0239,Cough - Irumal Kanam,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0240,Cold - Sanni Vatham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0241,Fever - Suram Pitham,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
SD0242,Diabetes - Neerizhevu Kabam,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
SD0243,Hypertension - Ratha Azhutham Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0244,Arthritis - Keel Vayu Acute,,Unknown,1B41.1Z,"Acute rheumatic endocarditis, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
SD0245,Asthma - Irumal Primary,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
SD0246,Headache - Thalai Noi,,Unknown,JB0C.5,Spinal or epidural Anaesthesiainduced headache during labour or delivery,0.700,High,Optimized Semantic Matching,2025-09-04
SD0247,Gastritis - Gunmam Vatham,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
SD0248,Skin Disease - Thole Noi Pitham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0249,Liver Disease - Kal Noi Kabam,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
SD0250,Kidney Disease - Siruneer Noi Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0251,Eye Disease - Kan Noi Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0252,Ear Disease - Kadhu Noi Primary,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0253,Mental Disorder - Mana Noi,,Unknown,QA02.3,"observation for Suspected mental or behavioural disorders, ruled out",0.700,High,Optimized Semantic Matching,2025-09-04
SD0254,Blood Disease - Ratha Noi Vatham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0255,Bone Disease - Elumbu Noi Pitham,,Unknown,2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,0.700,High,Optimized Semantic Matching,2025-09-04
SD0256,Paralysis - Pakka Vatham Kabam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0257,Epilepsy - Vali Noi Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0258,Diarrhea - Kallichal Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0259,Cough - Irumal Kanam Primary,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0260,Cold - Sanni,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0261,Fever - Suram Vatham,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
SD0262,Diabetes - Neerizhevu Pitham,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
SD0263,Hypertension - Ratha Azhutham Kabam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0264,Arthritis - Keel Vayu Chronic,,Unknown,2A81.7,Diffuse large Bcell lymphoma associated with Chronic inflammation,0.700,High,Optimized Semantic Matching,2025-09-04
SD0265,Asthma - Irumal Acute,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
SD0266,Headache - Thalai Noi Primary,,Unknown,8A81,TensionType headache,0.700,High,Optimized Semantic Matching,2025-09-04
SD0267,Gastritis - Gunmam,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
SD0268,Skin Disease - Thole Noi Vatham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0269,Liver Disease - Kal Noi Pitham,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
SD0270,Kidney Disease - Siruneer Noi Kabam,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0271,Eye Disease - Kan Noi Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0272,Ear Disease - Kadhu Noi Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0273,Mental Disorder - Mana Noi Primary,,Unknown,QA02.3,"observation for Suspected mental or behavioural disorders, ruled out",0.700,High,Optimized Semantic Matching,2025-09-04
SD0274,Blood Disease - Ratha Noi,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0275,Bone Disease - Elumbu Noi Vatham,,Unknown,2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,0.700,High,Optimized Semantic Matching,2025-09-04
SD0276,Paralysis - Pakka Vatham Pitham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0277,Epilepsy - Vali Noi Kabam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0278,Diarrhea - Kallichal Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0279,Cough - Irumal Kanam Acute,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0280,Cold - Sanni Primary,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0281,Fever - Suram,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
SD0282,Diabetes - Neerizhevu Vatham,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
SD0283,Hypertension - Ratha Azhutham Pitham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0284,Arthritis - Keel Vayu Kabam,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
SD0285,Asthma - Irumal Chronic,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
SD0286,Headache - Thalai Noi Acute,,Unknown,8A81,TensionType headache,0.700,High,Optimized Semantic Matching,2025-09-04
SD0287,Gastritis - Gunmam Primary,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
SD0288,Skin Disease - Thole Noi,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0289,Liver Disease - Kal Noi Vatham,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
SD0290,Kidney Disease - Siruneer Noi Pitham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0291,Eye Disease - Kan Noi Kabam,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0292,Ear Disease - Kadhu Noi Chronic,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0293,Mental Disorder - Mana Noi Acute,,Unknown,QA02.3,"observation for Suspected mental or behavioural disorders, ruled out",0.700,High,Optimized Semantic Matching,2025-09-04
SD0294,Blood Disease - Ratha Noi Primary,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0295,Bone Disease - Elumbu Noi,,Unknown,2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,0.700,High,Optimized Semantic Matching,2025-09-04
SD0296,Paralysis - Pakka Vatham Vatham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0297,Epilepsy - Vali Noi Pitham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0298,Diarrhea - Kallichal Kabam,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0299,Cough - Irumal Kanam Chronic,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0300,Cold - Sanni Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0301,Fever - Suram Primary,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
SD0302,Diabetes - Neerizhevu,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
SD0303,Hypertension - Ratha Azhutham Vatham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0304,Arthritis - Keel Vayu Pitham,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
SD0305,Asthma - Irumal Kabam,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
SD0306,Headache - Thalai Noi Chronic,,Unknown,8A81,TensionType headache,0.700,High,Optimized Semantic Matching,2025-09-04
SD0307,Gastritis - Gunmam Acute,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
SD0308,Skin Disease - Thole Noi Primary,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0309,Liver Disease - Kal Noi,,Unknown,2C12.02,hepatocellular carcinoma of liver,0.700,High,Optimized Semantic Matching,2025-09-04
SD0310,Kidney Disease - Siruneer Noi Vatham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0311,Eye Disease - Kan Noi Pitham,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0312,Ear Disease - Kadhu Noi Kabam,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0313,Mental Disorder - Mana Noi Chronic,,Unknown,QA02.3,"observation for Suspected mental or behavioural disorders, ruled out",0.700,High,Optimized Semantic Matching,2025-09-04
SD0314,Blood Disease - Ratha Noi Acute,,Unknown,1D40,Chikungunya virus disease,0.700,High,Optimized Semantic Matching,2025-09-04
SD0315,Bone Disease - Elumbu Noi Primary,,Unknown,2E82.0,Benign chondrogenic tumours of bone or articular cartilage of limbs,0.700,High,Optimized Semantic Matching,2025-09-04
SD0316,Paralysis - Pakka Vatham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0317,Epilepsy - Vali Noi Vatham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0318,Diarrhea - Kallichal Pitham,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0319,Cough - Irumal Kanam Kabam,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
SD0320,Cold - Sanni Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
SD0321,Fever - Suram Acute,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
