NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Medical_System,Last_Updated
SD1618,Diarrhea - Kallichal,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1619,Cough - Irumal Kanam Vatham,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1620,Cold - Sanni Pitham,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1621,Fever - Suram Kabam,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
SD1622,Diabetes - Neerizhevu Chronic,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
SD1623,Hypertension - Ratha Azhutham Acute,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
SD1624,Arthritis - Keel Vayu Primary,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
SD1625,Asthma - Irumal,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1626,Headache - Thalai Noi Vatham,,Unknown,8A84,Other primary headache disorders,0.920,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1627,Gastritis - Gunmam Pitham,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1628,Skin Disease - Thole Noi Kabam,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
SD1629,Liver Disease - Kal Noi Chronic,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1630,Kidney Disease - Siruneer Noi Acute,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
SD1631,Eye Disease - Kan Noi Primary,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1632,Ear Disease - Kadhu Noi,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1633,Mental Disorder - Mana Noi Vatham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1634,Blood Disease - Ratha Noi Pitham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1635,Bone Disease - Elumbu Noi Kabam,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1636,Paralysis - Pakka Vatham Chronic,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1637,Epilepsy - Vali Noi Acute,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1638,Diarrhea - Kallichal Primary,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1639,Cough - Irumal Kanam,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1640,Cold - Sanni Vatham,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1641,Fever - Suram Pitham,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
SD1642,Diabetes - Neerizhevu Kabam,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
SD1643,Hypertension - Ratha Azhutham Chronic,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
SD1644,Arthritis - Keel Vayu Acute,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
SD1645,Asthma - Irumal Primary,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1646,Headache - Thalai Noi,,Unknown,8A84,Other primary headache disorders,0.920,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1647,Gastritis - Gunmam Vatham,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1648,Skin Disease - Thole Noi Pitham,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
SD1649,Liver Disease - Kal Noi Kabam,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1650,Kidney Disease - Siruneer Noi Chronic,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
SD1651,Eye Disease - Kan Noi Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1652,Ear Disease - Kadhu Noi Primary,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1653,Mental Disorder - Mana Noi,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1654,Blood Disease - Ratha Noi Vatham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1655,Bone Disease - Elumbu Noi Pitham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1656,Paralysis - Pakka Vatham Kabam,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1657,Epilepsy - Vali Noi Chronic,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1658,Diarrhea - Kallichal Acute,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1659,Cough - Irumal Kanam Primary,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1660,Cold - Sanni,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1661,Fever - Suram Vatham,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
SD1662,Diabetes - Neerizhevu Pitham,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
SD1663,Hypertension - Ratha Azhutham Kabam,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
SD1664,Arthritis - Keel Vayu Chronic,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
SD1665,Asthma - Irumal Acute,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1666,Headache - Thalai Noi Primary,,Unknown,8A84,Other primary headache disorders,0.920,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1667,Gastritis - Gunmam,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1668,Skin Disease - Thole Noi Vatham,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
SD1669,Liver Disease - Kal Noi Pitham,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1670,Kidney Disease - Siruneer Noi Kabam,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
SD1671,Eye Disease - Kan Noi Chronic,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1672,Ear Disease - Kadhu Noi Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1673,Mental Disorder - Mana Noi Primary,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1674,Blood Disease - Ratha Noi,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1675,Bone Disease - Elumbu Noi Vatham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1676,Paralysis - Pakka Vatham Pitham,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1677,Epilepsy - Vali Noi Kabam,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1678,Diarrhea - Kallichal Chronic,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1679,Cough - Irumal Kanam Acute,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1680,Cold - Sanni Primary,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1681,Fever - Suram,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
SD1682,Diabetes - Neerizhevu Vatham,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
SD1683,Hypertension - Ratha Azhutham Pitham,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
SD1684,Arthritis - Keel Vayu Kabam,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
SD1685,Asthma - Irumal Chronic,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1686,Headache - Thalai Noi Acute,,Unknown,8A84,Other primary headache disorders,0.920,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1687,Gastritis - Gunmam Primary,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1688,Skin Disease - Thole Noi,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
SD1689,Liver Disease - Kal Noi Vatham,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1690,Kidney Disease - Siruneer Noi Pitham,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
SD1691,Eye Disease - Kan Noi Kabam,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1692,Ear Disease - Kadhu Noi Chronic,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1693,Mental Disorder - Mana Noi Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1694,Blood Disease - Ratha Noi Primary,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1695,Bone Disease - Elumbu Noi,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1696,Paralysis - Pakka Vatham Vatham,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1697,Epilepsy - Vali Noi Pitham,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1698,Diarrhea - Kallichal Kabam,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1699,Cough - Irumal Kanam Chronic,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1700,Cold - Sanni Acute,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1701,Fever - Suram Primary,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
SD1702,Diabetes - Neerizhevu,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
SD1703,Hypertension - Ratha Azhutham Vatham,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
SD1704,Arthritis - Keel Vayu Pitham,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
SD1705,Asthma - Irumal Kabam,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1706,Headache - Thalai Noi Chronic,,Unknown,8A84,Other primary headache disorders,0.920,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1707,Gastritis - Gunmam Acute,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1708,Skin Disease - Thole Noi Primary,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
SD1709,Liver Disease - Kal Noi,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1710,Kidney Disease - Siruneer Noi Vatham,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
SD1711,Eye Disease - Kan Noi Pitham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1712,Ear Disease - Kadhu Noi Kabam,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1713,Mental Disorder - Mana Noi Chronic,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1714,Blood Disease - Ratha Noi Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1715,Bone Disease - Elumbu Noi Primary,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1716,Paralysis - Pakka Vatham,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1717,Epilepsy - Vali Noi Vatham,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1718,Diarrhea - Kallichal Pitham,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1719,Cough - Irumal Kanam Kabam,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1720,Cold - Sanni Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1721,Fever - Suram Acute,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
SD1722,Diabetes - Neerizhevu Primary,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
SD1723,Hypertension - Ratha Azhutham,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
SD1724,Arthritis - Keel Vayu Vatham,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
SD1725,Asthma - Irumal Pitham,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1726,Headache - Thalai Noi Kabam,,Unknown,8A84,Other primary headache disorders,0.920,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1727,Gastritis - Gunmam Chronic,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1728,Skin Disease - Thole Noi Acute,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
SD1729,Liver Disease - Kal Noi Primary,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1730,Kidney Disease - Siruneer Noi,,Unknown,GB60,Chronic kidney disease,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
SD1731,Eye Disease - Kan Noi Vatham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1732,Ear Disease - Kadhu Noi Pitham,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1733,Mental Disorder - Mana Noi Kabam,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1734,Blood Disease - Ratha Noi Chronic,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1735,Bone Disease - Elumbu Noi Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
SD1736,Paralysis - Pakka Vatham Primary,,Unknown,8B11,Hemiplegia,0.950,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1737,Epilepsy - Vali Noi,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1738,Diarrhea - Kallichal Vatham,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1739,Cough - Irumal Kanam Pitham,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1740,Cold - Sanni Kabam,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1741,Fever - Suram Chronic,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
SD1742,Diabetes - Neerizhevu Acute,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
SD1743,Hypertension - Ratha Azhutham Primary,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
SD1744,Arthritis - Keel Vayu,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
SD1745,Asthma - Irumal Vatham,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
SD1746,Headache - Thalai Noi Pitham,,Unknown,8A84,Other primary headache disorders,0.920,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
SD1747,Gastritis - Gunmam Kabam,,Unknown,DA42,Gastritis,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
SD1748,Skin Disease - Thole Noi Chronic,,Unknown,EA00,Diseases of the skin,0.900,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
SD1749,Liver Disease - Kal Noi Acute,,Unknown,DB90,Diseases of liver,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
