NAMASTE_Code,NAMASTE_Display,NAMASTE_System,NAMASTE_Definition,ICD11_TM2_Code,ICD11_TM2_Display,ICD11_TM2_Category,Equivalence_Type,Mapping_Accuracy,Clinical_Validation,Traditional_Name_Sanskrit,Traditional_Name_Arabic,Traditional_Name_Tamil
SD1230,Kidney Disease - Siruneer Noi Chronic,Siddha,Kidney Disease condition in Siddha medicine Chronic,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.6,approved,,,சிறுநீர் நோய்
SD1231,Eye Disease - Kan Noi Acute,Siddha,Eye Disease condition in Siddha medicine Acute,9A00,Visual disturbance unspecified,Ophthalmological,equivalent,96.9,approved,,,கண் நோய்
SD1232,Ear Disease - Kadhu Noi Primary,Siddha,Ear Disease condition in Siddha medicine Primary,AB00,Hearing loss unspecified,Otological,equivalent,96.8,approved,,,காது நோய்
SD1233,Mental Disorder - Mana Noi,Siddha,Mental Disorder condition in Siddha medicine,6E61,Mental disorder unspecified,Mental,equivalent,95.9,approved,,,மன நோய்
SD1234,Blood Disease - Ratha Noi Vatham,Siddha,Blood Disease condition in Siddha medicine Vatham,3D90,Blood disorder unspecified,Blood,equivalent,95.8,approved,,,இரத்த நோய்
SD1235,Bone Disease - Elumbu Noi Pitham,Siddha,Bone Disease condition in Siddha medicine Pitham,FB83,Bone disease unspecified,Musculoskeletal,equivalent,95.3,approved,,,எலும்பு நோய்
SD1236,Paralysis - Pakka Vatham Kabam,Siddha,Paralysis condition in Siddha medicine Kabam,8B20,Hemiplegia,Neurological,equivalent,97.6,approved,,,பக்க வாதம்
SD1237,Epilepsy - Vali Noi Chronic,Siddha,Epilepsy condition in Siddha medicine Chronic,8A61,Epilepsy,Neurological,equivalent,96.6,approved,,,வலி நோய்
SD1238,Diarrhea - Kallichal Acute,Siddha,Diarrhea condition in Siddha medicine Acute,1E10,Diarrhoea,Digestive,equivalent,96.7,approved,,,கல்லிச்சல்
SD1239,Cough - Irumal Kanam Primary,Siddha,Cough condition in Siddha medicine Primary,MD11,Cough,Respiratory,equivalent,95.2,approved,,,இருமல் கானம்
SD1240,Cold - Sanni,Siddha,Cold condition in Siddha medicine,CA00,Common cold,Respiratory,equivalent,97.7,approved,,,சன்னி
SD1241,Fever - Suram Vatham,Siddha,Fever condition in Siddha medicine Vatham,MG30.0,Fever unspecified,Symptoms,equivalent,97.8,approved,,,சுரம்
SD1242,Diabetes - Neerizhevu Pitham,Siddha,Diabetes condition in Siddha medicine Pitham,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,96.5,approved,,,நீரிழிவு
SD1243,Hypertension - Ratha Azhutham Kabam,Siddha,Hypertension condition in Siddha medicine Kabam,BA00,Essential hypertension,Circulatory,equivalent,95.0,approved,,,இரத்த அழுத்தம்
SD1244,Arthritis - Keel Vayu Chronic,Siddha,Arthritis condition in Siddha medicine Chronic,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.4,approved,,,கீல் வாயு
SD1245,Asthma - Irumal Acute,Siddha,Asthma condition in Siddha medicine Acute,CA23,Asthma,Respiratory,equivalent,96.9,approved,,,இருமல்
SD1246,Headache - Thalai Noi Primary,Siddha,Headache condition in Siddha medicine Primary,8A84,Tension-type headache,Neurological,equivalent,96.6,approved,,,தலை நோய்
SD1247,Gastritis - Gunmam,Siddha,Gastritis condition in Siddha medicine,DA60,Gastritis,Digestive,equivalent,97.1,approved,,,குன்மம்
SD1248,Skin Disease - Thole Noi Vatham,Siddha,Skin Disease condition in Siddha medicine Vatham,EK90,Skin disease unspecified,Dermatological,equivalent,97.9,approved,,,தோல் நோய்
SD1249,Liver Disease - Kal Noi Pitham,Siddha,Liver Disease condition in Siddha medicine Pitham,DB90,Liver disease unspecified,Digestive,equivalent,95.7,approved,,,கல் நோய்
SD1250,Kidney Disease - Siruneer Noi Kabam,Siddha,Kidney Disease condition in Siddha medicine Kabam,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.6,approved,,,சிறுநீர் நோய்
SD1251,Eye Disease - Kan Noi Chronic,Siddha,Eye Disease condition in Siddha medicine Chronic,9A00,Visual disturbance unspecified,Ophthalmological,equivalent,96.8,approved,,,கண் நோய்
SD1252,Ear Disease - Kadhu Noi Acute,Siddha,Ear Disease condition in Siddha medicine Acute,AB00,Hearing loss unspecified,Otological,equivalent,97.1,approved,,,காது நோய்
SD1253,Mental Disorder - Mana Noi Primary,Siddha,Mental Disorder condition in Siddha medicine Primary,6E61,Mental disorder unspecified,Mental,equivalent,96.7,approved,,,மன நோய்
SD1254,Blood Disease - Ratha Noi,Siddha,Blood Disease condition in Siddha medicine,3D90,Blood disorder unspecified,Blood,equivalent,97.1,approved,,,இரத்த நோய்
SD1255,Bone Disease - Elumbu Noi Vatham,Siddha,Bone Disease condition in Siddha medicine Vatham,FB83,Bone disease unspecified,Musculoskeletal,equivalent,97.3,approved,,,எலும்பு நோய்
SD1256,Paralysis - Pakka Vatham Pitham,Siddha,Paralysis condition in Siddha medicine Pitham,8B20,Hemiplegia,Neurological,equivalent,97.1,approved,,,பக்க வாதம்
SD1257,Epilepsy - Vali Noi Kabam,Siddha,Epilepsy condition in Siddha medicine Kabam,8A61,Epilepsy,Neurological,equivalent,97.1,approved,,,வலி நோய்
SD1258,Diarrhea - Kallichal Chronic,Siddha,Diarrhea condition in Siddha medicine Chronic,1E10,Diarrhoea,Digestive,equivalent,97.5,approved,,,கல்லிச்சல்
SD1259,Cough - Irumal Kanam Acute,Siddha,Cough condition in Siddha medicine Acute,MD11,Cough,Respiratory,equivalent,97.7,approved,,,இருமல் கானம்
SD1260,Cold - Sanni Primary,Siddha,Cold condition in Siddha medicine Primary,CA00,Common cold,Respiratory,equivalent,95.9,approved,,,சன்னி
SD1261,Fever - Suram,Siddha,Fever condition in Siddha medicine,MG30.0,Fever unspecified,Symptoms,equivalent,97.5,approved,,,சுரம்
SD1262,Diabetes - Neerizhevu Vatham,Siddha,Diabetes condition in Siddha medicine Vatham,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.5,approved,,,நீரிழிவு
SD1263,Hypertension - Ratha Azhutham Pitham,Siddha,Hypertension condition in Siddha medicine Pitham,BA00,Essential hypertension,Circulatory,equivalent,96.3,approved,,,இரத்த அழுத்தம்
SD1264,Arthritis - Keel Vayu Kabam,Siddha,Arthritis condition in Siddha medicine Kabam,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.1,approved,,,கீல் வாயு
SD1265,Asthma - Irumal Chronic,Siddha,Asthma condition in Siddha medicine Chronic,CA23,Asthma,Respiratory,equivalent,95.6,approved,,,இருமல்
SD1266,Headache - Thalai Noi Acute,Siddha,Headache condition in Siddha medicine Acute,8A84,Tension-type headache,Neurological,equivalent,96.7,approved,,,தலை நோய்
SD1267,Gastritis - Gunmam Primary,Siddha,Gastritis condition in Siddha medicine Primary,DA60,Gastritis,Digestive,equivalent,95.7,approved,,,குன்மம்
SD1268,Skin Disease - Thole Noi,Siddha,Skin Disease condition in Siddha medicine,EK90,Skin disease unspecified,Dermatological,equivalent,96.0,approved,,,தோல் நோய்
SD1269,Liver Disease - Kal Noi Vatham,Siddha,Liver Disease condition in Siddha medicine Vatham,DB90,Liver disease unspecified,Digestive,equivalent,95.5,approved,,,கல் நோய்
SD1270,Kidney Disease - Siruneer Noi Pitham,Siddha,Kidney Disease condition in Siddha medicine Pitham,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.5,approved,,,சிறுநீர் நோய்
SD1271,Eye Disease - Kan Noi Kabam,Siddha,Eye Disease condition in Siddha medicine Kabam,9A00,Visual disturbance unspecified,Ophthalmological,equivalent,95.4,approved,,,கண் நோய்
SD1272,Ear Disease - Kadhu Noi Chronic,Siddha,Ear Disease condition in Siddha medicine Chronic,AB00,Hearing loss unspecified,Otological,equivalent,96.8,approved,,,காது நோய்
SD1273,Mental Disorder - Mana Noi Acute,Siddha,Mental Disorder condition in Siddha medicine Acute,6E61,Mental disorder unspecified,Mental,equivalent,96.4,approved,,,மன நோய்
SD1274,Blood Disease - Ratha Noi Primary,Siddha,Blood Disease condition in Siddha medicine Primary,3D90,Blood disorder unspecified,Blood,equivalent,97.3,approved,,,இரத்த நோய்
SD1275,Bone Disease - Elumbu Noi,Siddha,Bone Disease condition in Siddha medicine,FB83,Bone disease unspecified,Musculoskeletal,equivalent,97.6,approved,,,எலும்பு நோய்
SD1276,Paralysis - Pakka Vatham Vatham,Siddha,Paralysis condition in Siddha medicine Vatham,8B20,Hemiplegia,Neurological,equivalent,96.5,approved,,,பக்க வாதம்
SD1277,Epilepsy - Vali Noi Pitham,Siddha,Epilepsy condition in Siddha medicine Pitham,8A61,Epilepsy,Neurological,equivalent,96.7,approved,,,வலி நோய்
SD1278,Diarrhea - Kallichal Kabam,Siddha,Diarrhea condition in Siddha medicine Kabam,1E10,Diarrhoea,Digestive,equivalent,96.3,approved,,,கல்லிச்சல்
SD1279,Cough - Irumal Kanam Chronic,Siddha,Cough condition in Siddha medicine Chronic,MD11,Cough,Respiratory,equivalent,96.0,approved,,,இருமல் கானம்
SD1280,Cold - Sanni Acute,Siddha,Cold condition in Siddha medicine Acute,CA00,Common cold,Respiratory,equivalent,95.4,approved,,,சன்னி
SD1281,Fever - Suram Primary,Siddha,Fever condition in Siddha medicine Primary,MG30.0,Fever unspecified,Symptoms,equivalent,95.3,approved,,,சுரம்
SD1282,Diabetes - Neerizhevu,Siddha,Diabetes condition in Siddha medicine,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.4,approved,,,நீரிழிவு
SD1283,Hypertension - Ratha Azhutham Vatham,Siddha,Hypertension condition in Siddha medicine Vatham,BA00,Essential hypertension,Circulatory,equivalent,97.3,approved,,,இரத்த அழுத்தம்
SD1284,Arthritis - Keel Vayu Pitham,Siddha,Arthritis condition in Siddha medicine Pitham,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,97.6,approved,,,கீல் வாயு
SD1285,Asthma - Irumal Kabam,Siddha,Asthma condition in Siddha medicine Kabam,CA23,Asthma,Respiratory,equivalent,96.9,approved,,,இருமல்
SD1286,Headache - Thalai Noi Chronic,Siddha,Headache condition in Siddha medicine Chronic,8A84,Tension-type headache,Neurological,equivalent,95.5,approved,,,தலை நோய்
SD1287,Gastritis - Gunmam Acute,Siddha,Gastritis condition in Siddha medicine Acute,DA60,Gastritis,Digestive,equivalent,96.0,approved,,,குன்மம்
SD1288,Skin Disease - Thole Noi Primary,Siddha,Skin Disease condition in Siddha medicine Primary,EK90,Skin disease unspecified,Dermatological,equivalent,96.1,approved,,,தோல் நோய்
SD1289,Liver Disease - Kal Noi,Siddha,Liver Disease condition in Siddha medicine,DB90,Liver disease unspecified,Digestive,equivalent,97.1,approved,,,கல் நோய்
SD1290,Kidney Disease - Siruneer Noi Vatham,Siddha,Kidney Disease condition in Siddha medicine Vatham,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.1,approved,,,சிறுநீர் நோய்
SD1291,Eye Disease - Kan Noi Pitham,Siddha,Eye Disease condition in Siddha medicine Pitham,9A00,Visual disturbance unspecified,Ophthalmological,equivalent,97.5,approved,,,கண் நோய்
SD1292,Ear Disease - Kadhu Noi Kabam,Siddha,Ear Disease condition in Siddha medicine Kabam,AB00,Hearing loss unspecified,Otological,equivalent,96.1,approved,,,காது நோய்
SD1293,Mental Disorder - Mana Noi Chronic,Siddha,Mental Disorder condition in Siddha medicine Chronic,6E61,Mental disorder unspecified,Mental,equivalent,95.7,approved,,,மன நோய்
SD1294,Blood Disease - Ratha Noi Acute,Siddha,Blood Disease condition in Siddha medicine Acute,3D90,Blood disorder unspecified,Blood,equivalent,95.5,approved,,,இரத்த நோய்
SD1295,Bone Disease - Elumbu Noi Primary,Siddha,Bone Disease condition in Siddha medicine Primary,FB83,Bone disease unspecified,Musculoskeletal,equivalent,96.9,approved,,,எலும்பு நோய்
SD1296,Paralysis - Pakka Vatham,Siddha,Paralysis condition in Siddha medicine,8B20,Hemiplegia,Neurological,equivalent,97.8,approved,,,பக்க வாதம்
SD1297,Epilepsy - Vali Noi Vatham,Siddha,Epilepsy condition in Siddha medicine Vatham,8A61,Epilepsy,Neurological,equivalent,97.7,approved,,,வலி நோய்
SD1298,Diarrhea - Kallichal Pitham,Siddha,Diarrhea condition in Siddha medicine Pitham,1E10,Diarrhoea,Digestive,equivalent,95.6,approved,,,கல்லிச்சல்
SD1299,Cough - Irumal Kanam Kabam,Siddha,Cough condition in Siddha medicine Kabam,MD11,Cough,Respiratory,equivalent,96.5,approved,,,இருமல் கானம்
SD1300,Cold - Sanni Chronic,Siddha,Cold condition in Siddha medicine Chronic,CA00,Common cold,Respiratory,equivalent,96.7,approved,,,சன்னி
SD1301,Fever - Suram Acute,Siddha,Fever condition in Siddha medicine Acute,MG30.0,Fever unspecified,Symptoms,equivalent,97.5,approved,,,சுரம்
SD1302,Diabetes - Neerizhevu Primary,Siddha,Diabetes condition in Siddha medicine Primary,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.3,approved,,,நீரிழிவு
SD1303,Hypertension - Ratha Azhutham,Siddha,Hypertension condition in Siddha medicine,BA00,Essential hypertension,Circulatory,equivalent,97.6,approved,,,இரத்த அழுத்தம்
SD1304,Arthritis - Keel Vayu Vatham,Siddha,Arthritis condition in Siddha medicine Vatham,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,97.7,approved,,,கீல் வாயு
SD1305,Asthma - Irumal Pitham,Siddha,Asthma condition in Siddha medicine Pitham,CA23,Asthma,Respiratory,equivalent,97.4,approved,,,இருமல்
SD1306,Headache - Thalai Noi Kabam,Siddha,Headache condition in Siddha medicine Kabam,8A84,Tension-type headache,Neurological,equivalent,95.6,approved,,,தலை நோய்
SD1307,Gastritis - Gunmam Chronic,Siddha,Gastritis condition in Siddha medicine Chronic,DA60,Gastritis,Digestive,equivalent,95.1,approved,,,குன்மம்
SD1308,Skin Disease - Thole Noi Acute,Siddha,Skin Disease condition in Siddha medicine Acute,EK90,Skin disease unspecified,Dermatological,equivalent,96.1,approved,,,தோல் நோய்
SD1309,Liver Disease - Kal Noi Primary,Siddha,Liver Disease condition in Siddha medicine Primary,DB90,Liver disease unspecified,Digestive,equivalent,97.3,approved,,,கல் நோய்
SD1310,Kidney Disease - Siruneer Noi,Siddha,Kidney Disease condition in Siddha medicine,GB90,Kidney disease unspecified,Genitourinary,equivalent,97.7,approved,,,சிறுநீர் நோய்
SD1311,Eye Disease - Kan Noi Vatham,Siddha,Eye Disease condition in Siddha medicine Vatham,9A00,Visual disturbance unspecified,Ophthalmological,equivalent,95.4,approved,,,கண் நோய்
SD1312,Ear Disease - Kadhu Noi Pitham,Siddha,Ear Disease condition in Siddha medicine Pitham,AB00,Hearing loss unspecified,Otological,equivalent,96.4,approved,,,காது நோய்
SD1313,Mental Disorder - Mana Noi Kabam,Siddha,Mental Disorder condition in Siddha medicine Kabam,6E61,Mental disorder unspecified,Mental,equivalent,95.9,approved,,,மன நோய்
SD1314,Blood Disease - Ratha Noi Chronic,Siddha,Blood Disease condition in Siddha medicine Chronic,3D90,Blood disorder unspecified,Blood,equivalent,97.4,approved,,,இரத்த நோய்
SD1315,Bone Disease - Elumbu Noi Acute,Siddha,Bone Disease condition in Siddha medicine Acute,FB83,Bone disease unspecified,Musculoskeletal,equivalent,96.7,approved,,,எலும்பு நோய்
SD1316,Paralysis - Pakka Vatham Primary,Siddha,Paralysis condition in Siddha medicine Primary,8B20,Hemiplegia,Neurological,equivalent,95.2,approved,,,பக்க வாதம்
SD1317,Epilepsy - Vali Noi,Siddha,Epilepsy condition in Siddha medicine,8A61,Epilepsy,Neurological,equivalent,96.1,approved,,,வலி நோய்
SD1318,Diarrhea - Kallichal Vatham,Siddha,Diarrhea condition in Siddha medicine Vatham,1E10,Diarrhoea,Digestive,equivalent,95.2,approved,,,கல்லிச்சல்
SD1319,Cough - Irumal Kanam Pitham,Siddha,Cough condition in Siddha medicine Pitham,MD11,Cough,Respiratory,equivalent,95.4,approved,,,இருமல் கானம்
SD1320,Cold - Sanni Kabam,Siddha,Cold condition in Siddha medicine Kabam,CA00,Common cold,Respiratory,equivalent,96.5,approved,,,சன்னி
SD1321,Fever - Suram Chronic,Siddha,Fever condition in Siddha medicine Chronic,MG30.0,Fever unspecified,Symptoms,equivalent,95.5,approved,,,சுரம்
SD1322,Diabetes - Neerizhevu Acute,Siddha,Diabetes condition in Siddha medicine Acute,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,97.4,approved,,,நீரிழிவு
SD1323,Hypertension - Ratha Azhutham Primary,Siddha,Hypertension condition in Siddha medicine Primary,BA00,Essential hypertension,Circulatory,equivalent,95.1,approved,,,இரத்த அழுத்தம்
SD1324,Arthritis - Keel Vayu,Siddha,Arthritis condition in Siddha medicine,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.1,approved,,,கீல் வாயு
SD1325,Asthma - Irumal Vatham,Siddha,Asthma condition in Siddha medicine Vatham,CA23,Asthma,Respiratory,equivalent,97.6,approved,,,இருமல்
